userid,rating,itemtype,age,gender,occupation,zipcode,timestamp
1,5,Photo,24,M,technician,85711,875072262
1,1,Photo,24,M,technician,85711,875692979
1,2,Photo,24,M,technician,85711,875073067
1,4,Photo,24,M,technician,85711,875241619
1,3,Document,24,M,technician,85711,875072370
1,5,Document,24,M,technician,85711,878543541
1,2,Document,24,M,technician,85711,889751736
1,4,Document,24,M,technician,85711,875071823
1,1,Document,24,M,technician,85711,878543133
1,4,Menu,24,M,technician,85711,878542300
1,3,Menu,24,M,technician,85711,875240993
1,5,Menu,24,M,technician,85711,875072688
1,1,Menu,24,M,technician,85711,875692992
2,5,Layout,53,F,other,94043,888552084
2,3,Adventure,53,F,other,94043,888551235
2,4,Adventure,53,F,other,94043,888550774
2,1,Button,53,F,other,94043,888551648
2,5,Button,53,F,other,94043,888550939
2,4,Button,53,F,other,94043,888552017
2,3,Search,53,F,other,94043,888550065
2,4,Search,53,F,other,94043,888550871
2,1,Contact,53,F,other,94043,888980029
2,3,Contact,53,F,other,94043,888551441
2,5,Contact,53,F,other,94043,888552084
2,4,Question,53,F,other,94043,888551922
2,3,Question,53,F,other,94043,888551441
2,5,Question,53,F,other,94043,888552084
2,3,Color,53,F,other,94043,888550631
2,4,Color,53,F,other,94043,888550939
2,4,Header,53,F,other,94043,888551922
2,3,Report,53,F,other,94043,888979353
2,5,Report,53,F,other,94043,888552084
2,4,Home,53,F,other,94043,888550774
2,3,Home,53,F,other,94043,888550252
2,4,Content,53,F,other,94043,888550774
2,3,Link,53,F,other,94043,888980240
2,4,Link,53,F,other,94043,888979197
2,4,Space,53,F,other,94043,888551174
2,1,Space,53,F,other,94043,888550774
2,3,Space,53,F,other,94043,888550871
2,3,unknown,53,F,other,94043,888550871
2,4,unknown,53,F,other,94043,888979197
2,5,unknown,53,F,other,94043,888552084
2,4,Animation,53,F,other,94043,888551648
2,3,Animation,53,F,other,94043,888551647
2,5,Animation,53,F,other,94043,888979061
2,2,Form,53,F,other,94043,888551853
2,4,Form,53,F,other,94043,888551062
2,1,Form,53,F,other,94043,888980085
2,5,Photo,53,F,other,94043,888979693
2,3,Photo,53,F,other,94043,888551647
2,4,Photo,53,F,other,94043,888550871
2,4,Document,53,F,other,94043,888551647
2,5,Document,53,F,other,94043,888552084
2,5,Menu,53,F,other,94043,888552084
2,4,Menu,53,F,other,94043,888551853
2,3,Menu,53,F,other,94043,888551441
3,2,Layout,23,M,writer,32067,889236939
3,5,Layout,23,M,writer,32067,889237455
3,1,Layout,23,M,writer,32067,889237247
3,4,Adventure,23,M,writer,32067,889236939
3,3,Adventure,23,M,writer,32067,889236961
3,1,Adventure,23,M,writer,32067,889237297
3,2,Button,23,M,writer,32067,889237224
3,1,Button,23,M,writer,32067,889237224
3,3,Button,23,M,writer,32067,889237315
3,2,Search,23,M,writer,32067,889237247
3,3,Search,23,M,writer,32067,889237122
3,5,Contact,23,M,writer,32067,889237455
3,3,Contact,23,M,writer,32067,889237224
3,4,Question,23,M,writer,32067,889237455
3,2,Question,23,M,writer,32067,889237482
3,3,Question,23,M,writer,32067,889237247
3,1,Question,23,M,writer,32067,889237198
3,4,Color,23,M,writer,32067,889237455
3,3,Color,23,M,writer,32067,889237076
3,3,Header,23,M,writer,32067,889237141
3,5,Header,23,M,writer,32067,889237482
3,4,Report,23,M,writer,32067,889237455
3,5,Report,23,M,writer,32067,889237455
3,2,Home,23,M,writer,32067,889237224
3,3,Home,23,M,writer,32067,889237224
3,1,Content,23,M,writer,32067,889237055
3,3,Content,23,M,writer,32067,889237269
3,2,Link,23,M,writer,32067,889236939
3,2,Space,23,M,writer,32067,889237026
3,3,Space,23,M,writer,32067,889237122
3,1,Space,23,M,writer,32067,889237122
3,2,unknown,23,M,writer,32067,889237269
3,4,unknown,23,M,writer,32067,889237174
3,2,Animation,23,M,writer,32067,889237055
3,4,Animation,23,M,writer,32067,889237455
3,4,Form,23,M,writer,32067,889237482
3,2,Form,23,M,writer,32067,889236939
3,3,Photo,23,M,writer,32067,889237004
3,1,Photo,23,M,writer,32067,889237269
3,2,Document,23,M,writer,32067,889237297
3,3,Document,23,M,writer,32067,889237269
3,1,Menu,23,M,writer,32067,889236983
3,4,Menu,23,M,writer,32067,889237482
3,3,Menu,23,M,writer,32067,889237199
4,3,Layout,24,M,technician,43537,892004275
4,5,Layout,24,M,technician,43537,892002352
4,5,Button,24,M,technician,43537,892004409
4,3,Search,24,M,technician,43537,892003374
4,5,Search,24,M,technician,43537,892002353
4,3,Contact,24,M,technician,43537,892001537
4,4,Contact,24,M,technician,43537,892001690
4,4,Question,24,M,technician,43537,892004275
4,2,Header,24,M,technician,43537,892004275
4,5,Header,24,M,technician,43537,892002353
4,5,Report,24,M,technician,43537,892002352
4,4,Home,24,M,technician,43537,892001445
4,5,Content,24,M,technician,43537,892002352
4,4,Link,24,M,technician,43537,892003525
4,5,Link,24,M,technician,43537,892001445
4,4,Space,24,M,technician,43537,892004520
4,5,Space,24,M,technician,43537,892001374
4,5,unknown,24,M,technician,43537,892002353
4,5,Animation,24,M,technician,43537,892002352
4,5,Photo,24,M,technician,43537,892002353
4,3,Menu,24,M,technician,43537,892003459
5,3,Layout,33,F,other,15213,875635962
5,5,Layout,33,F,other,15213,878844495
5,2,Layout,33,F,other,15213,875635907
5,4,Layout,33,F,other,15213,875636198
5,1,Layout,33,F,other,15213,875721167
5,4,Adventure,33,F,other,15213,875637536
5,1,Adventure,33,F,other,15213,878844423
5,5,Adventure,33,F,other,15213,875636587
5,3,Adventure,33,F,other,15213,875635225
5,4,Button,33,F,other,15213,875720845
5,1,Button,33,F,other,15213,875720814
5,5,Button,33,F,other,15213,878844495
5,3,Button,33,F,other,15213,875721167
5,1,Search,33,F,other,15213,878844423
5,3,Search,33,F,other,15213,875636815
5,5,Search,33,F,other,15213,875636375
5,2,Search,33,F,other,15213,875635947
5,4,Search,33,F,other,15213,875635064
5,5,Contact,33,F,other,15213,875635349
5,2,Contact,33,F,other,15213,875721216
5,3,Contact,33,F,other,15213,875637145
5,1,Contact,33,F,other,15213,879198898
5,4,Contact,33,F,other,15213,875729064
5,4,Question,33,F,other,15213,875636389
5,2,Question,33,F,other,15213,875636265
5,5,Question,33,F,other,15213,875636033
5,1,Question,33,F,other,15213,875720948
5,3,Question,33,F,other,15213,875635416
5,1,Color,33,F,other,15213,875635372
5,2,Color,33,F,other,15213,879198898
5,3,Color,33,F,other,15213,878844510
5,5,Header,33,F,other,15213,875637033
5,2,Header,33,F,other,15213,875635723
5,1,Header,33,F,other,15213,875636842
5,3,Header,33,F,other,15213,875636691
5,3,Report,33,F,other,15213,875636152
5,4,Report,33,F,other,15213,878845197
5,2,Report,33,F,other,15213,875636511
5,5,Report,33,F,other,15213,875636360
5,1,Report,33,F,other,15213,875720830
5,1,Home,33,F,other,15213,875721019
5,5,Home,33,F,other,15213,875636130
5,2,Home,33,F,other,15213,875635947
5,3,Home,33,F,other,15213,875635895
5,2,Content,33,F,other,15213,875636167
5,3,Content,33,F,other,15213,875720814
5,5,Content,33,F,other,15213,875720717
5,4,Content,33,F,other,15213,875636675
5,3,Link,33,F,other,15213,875636691
5,5,Link,33,F,other,15213,875636655
5,1,Link,33,F,other,15213,878844397
5,2,Link,33,F,other,15213,879198898
5,2,Space,33,F,other,15213,875720692
5,1,Space,33,F,other,15213,879198183
5,5,Space,33,F,other,15213,879197864
5,4,Space,33,F,other,15213,875636167
5,3,Space,33,F,other,15213,875636141
5,3,unknown,33,F,other,15213,875721216
5,4,unknown,33,F,other,15213,875721168
5,1,unknown,33,F,other,15213,878844423
5,5,unknown,33,F,other,15213,875636070
5,3,Animation,33,F,other,15213,875636281
5,4,Animation,33,F,other,15213,875720744
5,1,Animation,33,F,other,15213,878844629
5,5,Animation,33,F,other,15213,878844510
5,2,Animation,33,F,other,15213,875720692
5,3,Form,33,F,other,15213,875720744
5,4,Form,33,F,other,15213,875637023
5,5,Form,33,F,other,15213,875636340
5,1,Form,33,F,other,15213,875720967
5,2,Form,33,F,other,15213,878844651
5,1,Photo,33,F,other,15213,878844208
5,3,Photo,33,F,other,15213,875635907
5,4,Photo,33,F,other,15213,875636014
5,2,Photo,33,F,other,15213,875636099
5,5,Photo,33,F,other,15213,875636631
5,2,Document,33,F,other,15213,875637440
5,1,Document,33,F,other,15213,875635807
5,3,Document,33,F,other,15213,875637419
5,4,Document,33,F,other,15213,875635384
5,5,Menu,33,F,other,15213,875635350
5,4,Menu,33,F,other,15213,875636675
5,2,Menu,33,F,other,15213,879198031
5,3,Menu,33,F,other,15213,875637587
5,1,Menu,33,F,other,15213,875636571
6,4,Layout,42,M,executive,98101,883601203
6,3,Layout,42,M,executive,98101,883602462
6,5,Layout,42,M,executive,98101,883601089
6,2,Layout,42,M,executive,98101,883268278
6,5,Adventure,42,M,executive,98101,883601155
6,4,Adventure,42,M,executive,98101,883268246
6,1,Adventure,42,M,executive,98101,883599509
6,3,Adventure,42,M,executive,98101,883602730
6,4,Button,42,M,executive,98101,883599075
6,3,Button,42,M,executive,98101,883602133
6,5,Button,42,M,executive,98101,883601500
6,1,Button,42,M,executive,98101,883683508
6,2,Button,42,M,executive,98101,883603013
6,4,Search,42,M,executive,98101,883603013
6,5,Search,42,M,executive,98101,883600657
6,2,Search,42,M,executive,98101,883268170
6,3,Search,42,M,executive,98101,883598981
6,1,Search,42,M,executive,98101,883600175
6,4,Contact,42,M,executive,98101,883602283
6,5,Contact,42,M,executive,98101,883599176
6,2,Contact,42,M,executive,98101,883268430
6,3,Contact,42,M,executive,98101,883602501
6,3,Question,42,M,executive,98101,883602174
6,4,Question,42,M,executive,98101,883600842
6,5,Question,42,M,executive,98101,883601426
6,2,Question,42,M,executive,98101,883599400
6,4,Color,42,M,executive,98101,883601277
6,3,Color,42,M,executive,98101,883599327
6,5,Color,42,M,executive,98101,883601500
6,2,Color,42,M,executive,98101,883601365
6,4,Header,42,M,executive,98101,883600785
6,1,Header,42,M,executive,98101,883600003
6,2,Header,42,M,executive,98101,883599478
6,4,Report,42,M,executive,98101,883602462
6,5,Report,42,M,executive,98101,883601053
6,3,Report,42,M,executive,98101,883600445
6,2,Report,42,M,executive,98101,883600004
6,4,Home,42,M,executive,98101,883268222
6,3,Home,42,M,executive,98101,883600747
6,2,Home,42,M,executive,98101,883600030
6,5,Home,42,M,executive,98101,883600680
6,4,Content,42,M,executive,98101,883601277
6,5,Content,42,M,executive,98101,883602422
6,3,Content,42,M,executive,98101,883268321
6,2,Content,42,M,executive,98101,883599590
6,4,Link,42,M,executive,98101,883602730
6,5,Link,42,M,executive,98101,883601365
6,3,Link,42,M,executive,98101,883599302
6,2,Link,42,M,executive,98101,883599558
6,3,Space,42,M,executive,98101,883600632
6,4,Space,42,M,executive,98101,883602174
6,2,Space,42,M,executive,98101,883268278
6,4,unknown,42,M,executive,98101,883268322
6,3,unknown,42,M,executive,98101,883599431
6,2,unknown,42,M,executive,98101,883602133
6,5,unknown,42,M,executive,98101,883599478
6,4,Animation,42,M,executive,98101,883717304
6,2,Animation,42,M,executive,98101,883602690
6,5,Animation,42,M,executive,98101,883601365
6,1,Animation,42,M,executive,98101,883600066
6,3,Form,42,M,executive,98101,883603013
6,2,Form,42,M,executive,98101,883599478
6,5,Form,42,M,executive,98101,883599228
6,4,Form,42,M,executive,98101,883602422
6,4,Photo,42,M,executive,98101,883602174
6,1,Photo,42,M,executive,98101,883268375
6,5,Photo,42,M,executive,98101,883601203
6,3,Photo,42,M,executive,98101,883602174
6,4,Document,42,M,executive,98101,883601713
6,5,Document,42,M,executive,98101,883601500
6,2,Document,42,M,executive,98101,883681433
6,3,Document,42,M,executive,98101,883602865
6,4,Menu,42,M,executive,98101,883601713
6,3,Menu,42,M,executive,98101,883601277
6,5,Menu,42,M,executive,98101,883601011
7,4,Layout,57,M,administrator,91344,891350703
7,5,Layout,57,M,administrator,91344,891352778
7,2,Layout,57,M,administrator,91344,891350383
7,3,Layout,57,M,administrator,91344,892131824
7,3,Adventure,57,M,administrator,91344,891354165
7,4,Adventure,57,M,administrator,91344,891354257
7,5,Adventure,57,M,administrator,91344,891353219
7,4,Button,57,M,administrator,91344,892133361
7,3,Button,57,M,administrator,91344,892132798
7,1,Button,57,M,administrator,91344,892130809
7,5,Button,57,M,administrator,91344,891354588
7,2,Button,57,M,administrator,91344,891354662
7,3,Search,57,M,administrator,91344,891352384
7,1,Search,57,M,administrator,91344,892135078
7,4,Search,57,M,administrator,91344,892132192
7,5,Search,57,M,administrator,91344,891352220
7,2,Search,57,M,administrator,91344,891351121
7,5,Contact,57,M,administrator,91344,891351509
7,4,Contact,57,M,administrator,91344,891352093
7,3,Contact,57,M,administrator,91344,891354114
7,1,Question,57,M,administrator,91344,891352557
7,4,Question,57,M,administrator,91344,891352058
7,2,Question,57,M,administrator,91344,891354882
7,3,Question,57,M,administrator,91344,891353614
7,5,Question,57,M,administrator,91344,892132773
7,3,Color,57,M,administrator,91344,891351685
7,4,Color,57,M,administrator,91344,891351002
7,5,Color,57,M,administrator,91344,891352303
7,4,Header,57,M,administrator,91344,891354288
7,1,Header,57,M,administrator,91344,892132019
7,2,Header,57,M,administrator,91344,891354438
7,5,Header,57,M,administrator,91344,891351509
7,3,Header,57,M,administrator,91344,892133739
7,4,Report,57,M,administrator,91344,892134811
7,3,Report,57,M,administrator,91344,891350965
7,2,Report,57,M,administrator,91344,891354257
7,5,Report,57,M,administrator,91344,891352557
7,1,Report,57,M,administrator,91344,892132020
7,4,Home,57,M,administrator,91344,891352261
7,1,Home,57,M,administrator,91344,892131978
7,5,Home,57,M,administrator,91344,891350757
7,3,Home,57,M,administrator,91344,891349991
7,3,Content,57,M,administrator,91344,891353977
7,4,Content,57,M,administrator,91344,891352489
7,5,Content,57,M,administrator,91344,891352220
7,4,Link,57,M,administrator,91344,892133180
7,3,Link,57,M,administrator,91344,891354217
7,5,Link,57,M,administrator,91344,892135347
7,4,Space,57,M,administrator,91344,891353444
7,2,Space,57,M,administrator,91344,891351471
7,3,Space,57,M,administrator,91344,892132943
7,5,Space,57,M,administrator,91344,891353477
7,4,unknown,57,M,administrator,91344,892131824
7,1,unknown,57,M,administrator,91344,892131978
7,5,unknown,57,M,administrator,91344,891352451
7,3,unknown,57,M,administrator,91344,891351287
7,4,Animation,57,M,administrator,91344,891352831
7,2,Animation,57,M,administrator,91344,891353801
7,3,Animation,57,M,administrator,91344,891353290
7,5,Animation,57,M,administrator,91344,891351728
7,3,Form,57,M,administrator,91344,892132627
7,1,Form,57,M,administrator,91344,891353860
7,4,Form,57,M,administrator,91344,892131849
7,5,Form,57,M,administrator,91344,892133036
7,3,Photo,57,M,administrator,91344,891354499
7,1,Photo,57,M,administrator,91344,891354530
7,4,Photo,57,M,administrator,91344,891353892
7,2,Photo,57,M,administrator,91344,892131978
7,5,Photo,57,M,administrator,91344,891353676
7,4,Document,57,M,administrator,91344,891351161
7,2,Document,57,M,administrator,91344,892133310
7,1,Document,57,M,administrator,91344,892131925
7,3,Document,57,M,administrator,91344,892133670
7,5,Document,57,M,administrator,91344,891351287
7,3,Menu,57,M,administrator,91344,891353477
7,4,Menu,57,M,administrator,91344,891350757
7,5,Menu,57,M,administrator,91344,891352010
8,5,Layout,36,M,administrator,5201,879362356
8,4,Layout,36,M,administrator,5201,879362233
8,3,Adventure,36,M,administrator,5201,879362356
8,3,Button,36,M,administrator,5201,879361521
8,4,Search,36,M,administrator,5201,879362423
8,1,Search,36,M,administrator,5201,879361825
8,3,Search,36,M,administrator,5201,879362183
8,5,Search,36,M,administrator,5201,879362356
8,4,Contact,36,M,administrator,5201,879362423
8,1,Contact,36,M,administrator,5201,879362124
8,5,Contact,36,M,administrator,5201,879362233
8,3,Question,36,M,administrator,5201,879361665
8,5,Question,36,M,administrator,5201,879362123
8,2,Question,36,M,administrator,5201,879362356
8,4,Question,36,M,administrator,5201,879362423
8,4,Header,36,M,administrator,5201,879361550
8,2,Header,36,M,administrator,5201,879361732
8,4,Report,36,M,administrator,5201,879362234
8,1,Report,36,M,administrator,5201,879361732
8,1,Home,36,M,administrator,5201,879361825
8,5,Home,36,M,administrator,5201,879362183
8,4,Home,36,M,administrator,5201,879362286
8,4,Content,36,M,administrator,5201,879362423
8,3,Content,36,M,administrator,5201,879362356
8,2,Content,36,M,administrator,5201,879361825
8,5,Content,36,M,administrator,5201,879362183
8,3,Link,36,M,administrator,5201,879362423
8,2,Link,36,M,administrator,5201,879361732
8,4,Link,36,M,administrator,5201,879361873
8,3,Space,36,M,administrator,5201,879362233
8,5,Space,36,M,administrator,5201,879361482
8,4,unknown,36,M,administrator,5201,879362183
8,5,unknown,36,M,administrator,5201,879362286
8,4,Animation,36,M,administrator,5201,879362233
8,5,Animation,36,M,administrator,5201,879362356
8,4,Form,36,M,administrator,5201,879362183
8,1,Photo,36,M,administrator,5201,879361604
8,5,Photo,36,M,administrator,5201,879362124
8,3,Document,36,M,administrator,5201,879362287
9,4,Layout,29,M,student,1002,886958715
9,4,Button,29,M,student,1002,886959453
9,5,Search,29,M,student,1002,886960055
9,5,Contact,29,M,student,1002,886960055
9,5,Question,29,M,student,1002,886960055
9,4,Question,29,M,student,1002,886959343
9,5,Color,29,M,student,1002,886960056
9,4,Color,29,M,student,1002,886959343
9,4,Report,29,M,student,1002,886959343
9,4,Home,29,M,student,1002,886959343
9,5,Space,29,M,student,1002,886960055
9,1,Animation,29,M,student,1002,886959344
9,5,Animation,29,M,student,1002,886960055
9,5,Form,29,M,student,1002,886960055
9,4,Form,29,M,student,1002,886959423
9,5,Photo,29,M,student,1002,886960056
9,5,Document,29,M,student,1002,886960055
9,4,Document,29,M,student,1002,886960030
9,3,Menu,29,M,student,1002,886959344
9,4,Menu,29,M,student,1002,886958715
10,5,Layout,53,M,lawyer,90703,877889261
10,4,Layout,53,M,lawyer,90703,877892276
10,3,Layout,53,M,lawyer,90703,877886598
10,4,Adventure,53,M,lawyer,90703,877888944
10,5,Adventure,53,M,lawyer,90703,877889130
10,4,Button,53,M,lawyer,90703,877892050
10,3,Button,53,M,lawyer,90703,879163524
10,5,Button,53,M,lawyer,90703,877891904
10,5,Search,53,M,lawyer,90703,877889131
10,4,Search,53,M,lawyer,90703,877886162
10,3,Search,53,M,lawyer,90703,877892050
10,5,Contact,53,M,lawyer,90703,877891747
10,4,Contact,53,M,lawyer,90703,877886911
10,3,Contact,53,M,lawyer,90703,877888944
10,5,Question,53,M,lawyer,90703,877889057
10,4,Question,53,M,lawyer,90703,877891967
10,3,Question,53,M,lawyer,90703,877892050
10,4,Color,53,M,lawyer,90703,877888812
10,5,Color,53,M,lawyer,90703,877889333
10,3,Color,53,M,lawyer,90703,877889005
10,5,Header,53,M,lawyer,90703,877892209
10,4,Header,53,M,lawyer,90703,877888877
10,3,Header,53,M,lawyer,90703,877892438
10,5,Report,53,M,lawyer,90703,877886911
10,3,Report,53,M,lawyer,90703,877888677
10,4,Report,53,M,lawyer,90703,877889186
10,5,Home,53,M,lawyer,90703,877888812
10,4,Home,53,M,lawyer,90703,877886162
10,3,Home,53,M,lawyer,90703,877892110
10,5,Content,53,M,lawyer,90703,877886911
10,4,Content,53,M,lawyer,90703,877889333
10,3,Content,53,M,lawyer,90703,877886722
10,4,Link,53,M,lawyer,90703,877891966
10,5,Link,53,M,lawyer,90703,877889186
10,3,Link,53,M,lawyer,90703,877886223
10,4,Space,53,M,lawyer,90703,877886846
10,5,Space,53,M,lawyer,90703,877888876
10,3,Space,53,M,lawyer,90703,877892050
10,4,unknown,53,M,lawyer,90703,877888545
10,5,unknown,53,M,lawyer,90703,877891905
10,4,Animation,53,M,lawyer,90703,877888613
10,5,Animation,53,M,lawyer,90703,877892050
10,3,Animation,53,M,lawyer,90703,877891747
10,5,Form,53,M,lawyer,90703,877889261
10,4,Form,53,M,lawyer,90703,877892210
10,5,Photo,53,M,lawyer,90703,877888545
10,4,Photo,53,M,lawyer,90703,877889333
10,3,Photo,53,M,lawyer,90703,877886597
10,4,Document,53,M,lawyer,90703,877892160
10,5,Document,53,M,lawyer,90703,877888944
10,5,Menu,53,M,lawyer,90703,877888876
10,4,Menu,53,M,lawyer,90703,877891747
11,1,Layout,39,F,other,30329,891904717
11,4,Layout,39,F,other,30329,891904968
11,3,Layout,39,F,other,30329,891906411
11,4,Adventure,39,F,other,30329,891904335
11,3,Adventure,39,F,other,30329,891904573
11,5,Adventure,39,F,other,30329,891901652
11,2,Adventure,39,F,other,30329,891904065
11,5,Button,39,F,other,30329,891901769
11,2,Button,39,F,other,30329,891904335
11,4,Button,39,F,other,30329,891904551
11,3,Button,39,F,other,30329,891902745
11,5,Search,39,F,other,30329,891904637
11,4,Search,39,F,other,30329,891904270
11,3,Search,39,F,other,30329,891904596
11,1,Search,39,F,other,30329,891902222
11,5,Contact,39,F,other,30329,891904174
11,3,Contact,39,F,other,30329,891904016
11,4,Contact,39,F,other,30329,891905032
11,4,Question,39,F,other,30329,891905856
11,5,Question,39,F,other,30329,891904920
11,1,Question,39,F,other,30329,891902426
11,3,Question,39,F,other,30329,891902718
11,2,Question,39,F,other,30329,891905896
11,5,Color,39,F,other,30329,891901797
11,4,Color,39,F,other,30329,891904949
11,2,Color,39,F,other,30329,891904174
11,3,Color,39,F,other,30329,891905856
11,4,Header,39,F,other,30329,891902157
11,3,Header,39,F,other,30329,891905936
11,5,Report,39,F,other,30329,891905324
11,3,Report,39,F,other,30329,891904764
11,4,Report,39,F,other,30329,891906389
11,2,Report,39,F,other,30329,891905222
11,4,Home,39,F,other,30329,891904662
11,3,Home,39,F,other,30329,891905568
11,2,Home,39,F,other,30329,891905555
11,4,Content,39,F,other,30329,891903067
11,3,Content,39,F,other,30329,891905896
11,5,Link,39,F,other,30329,891903836
11,3,Link,39,F,other,30329,891905393
11,2,Link,39,F,other,30329,891905349
11,4,Link,39,F,other,30329,891904789
11,5,Space,39,F,other,30329,891903226
11,4,Space,39,F,other,30329,891904617
11,2,Space,39,F,other,30329,891904271
11,5,unknown,39,F,other,30329,891902745
11,2,unknown,39,F,other,30329,891904552
11,3,unknown,39,F,other,30329,891904389
11,5,Animation,39,F,other,30329,891904270
11,3,Animation,39,F,other,30329,891906426
11,2,Animation,39,F,other,30329,891903935
11,4,Animation,39,F,other,30329,891905003
11,3,Form,39,F,other,30329,891905032
11,4,Form,39,F,other,30329,891905032
11,5,Form,39,F,other,30329,891903024
11,2,Form,39,F,other,30329,891905936
11,3,Photo,39,F,other,30329,891906327
11,4,Photo,39,F,other,30329,891903276
11,2,Photo,39,F,other,30329,891904194
11,3,Document,39,F,other,30329,891904214
11,5,Document,39,F,other,30329,891904335
11,4,Document,39,F,other,30329,891904637
11,1,Document,39,F,other,30329,891902270
11,2,Document,39,F,other,30329,891905221
11,3,Menu,39,F,other,30329,891903836
11,4,Menu,39,F,other,30329,891905783
11,5,Menu,39,F,other,30329,891904194
11,2,Menu,39,F,other,30329,891902815
12,3,Layout,28,F,other,6405,879959025
12,5,Adventure,28,F,other,6405,879959212
12,5,Button,28,F,other,6405,879959553
12,5,Search,28,F,other,6405,879960801
12,4,Search,28,F,other,6405,879959583
12,4,Contact,28,F,other,6405,879959670
12,5,Contact,28,F,other,6405,879959138
12,3,Contact,28,F,other,6405,879959394
12,4,Question,28,F,other,6405,879959488
12,5,Question,28,F,other,6405,879960826
12,3,Question,28,F,other,6405,879959583
12,5,Header,28,F,other,6405,879960679
12,4,Header,28,F,other,6405,879959513
12,5,Report,28,F,other,6405,879960826
12,5,Home,28,F,other,6405,879960826
12,5,Content,28,F,other,6405,879959465
12,4,Content,28,F,other,6405,879959374
12,5,Link,28,F,other,6405,879959670
12,4,Link,28,F,other,6405,879958639
12,5,unknown,28,F,other,6405,879959105
12,4,unknown,28,F,other,6405,879959465
12,4,Animation,28,F,other,6405,879959610
12,5,Animation,28,F,other,6405,879959553
12,5,Form,28,F,other,6405,879959635
12,1,Form,28,F,other,6405,879959610
12,4,Form,28,F,other,6405,879959488
12,4,Photo,28,F,other,6405,879959025
12,5,Photo,28,F,other,6405,879960826
12,4,Document,28,F,other,6405,879959306
12,5,Document,28,F,other,6405,879960826
12,5,Menu,28,F,other,6405,879960826
12,4,Menu,28,F,other,6405,879959635
13,3,Layout,47,M,educator,29206,882140552
13,5,Layout,47,M,educator,29206,882140552
13,4,Layout,47,M,educator,29206,886303745
13,2,Layout,47,M,educator,29206,890704721
13,1,Layout,47,M,educator,29206,882397084
13,3,Adventure,47,M,educator,29206,881514876
13,5,Adventure,47,M,educator,29206,882397146
13,2,Adventure,47,M,educator,29206,881515521
13,1,Adventure,47,M,educator,29206,882397067
13,4,Adventure,47,M,educator,29206,882398934
