userid,itemindex,rating,timestamp
8,16,4,879361550
8,18,4,879362423
8,17,5,879362356
8,1,4,879362423
8,3,1,879361825
8,4,4,879362234
8,5,4,879362423
8,18,3,879362356
8,16,2,879361732
8,4,1,879361732
8,1,1,879361825
8,2,3,879362356
8,7,3,879362287
8,6,4,879362233
8,5,1,879362124
8,1,3,879362183
8,13,3,879361665
8,11,3,879362233
8,9,3,879361521
8,5,5,879362233
8,0,4,879362183
8,0,5,879362286
8,12,1,879361604
8,15,3,879362423
8,12,5,879362124
8,3,5,879362183
8,13,5,879362123
8,1,5,879362356
8,10,4,879362183
8,18,2,879361825
8,13,2,879362356
8,15,2,879361732
8,13,4,879362423
8,11,5,879361482
8,17,4,879362233
8,15,4,879361873
8,18,5,879362183
8,3,4,879362286
8,6,5,879362356
9,1,5,886960055
9,13,5,886960055
9,8,5,886960056
9,7,5,886960055
9,17,4,886958715
9,12,5,886960056
9,3,4,886959343
9,5,5,886960055
9,11,5,886960055
9,10,5,886960055
9,6,1,886959344
9,14,3,886959344
9,7,4,886960030
9,8,4,886959343
9,4,4,886959343
9,14,4,886958715
9,10,4,886959423
9,13,4,886959343
9,6,5,886960055
9,9,4,886959453
10,9,4,877892050
10,12,5,877888545
10,4,5,877886911
10,5,5,877891747
10,15,4,877891966
10,3,5,877888812
10,2,4,877888944
10,17,5,877889261
10,2,5,877889130
10,12,4,877889333
10,3,4,877886162
10,14,5,877888876
10,13,5,877889057
10,7,4,877892160
10,8,4,877888812
10,7,5,877888944
10,14,4,877891747
10,1,5,877889131
10,10,5,877889261
10,18,5,877886911
10,17,4,877892276
10,5,4,877886911
10,15,5,877889186
10,8,5,877889333
10,11,4,877886846
10,16,5,877892209
10,6,4,877888613
10,11,5,877888876
10,18,4,877889333
10,15,3,877886223
10,0,4,877888545
10,1,4,877886162
10,13,4,877891967
10,16,4,877888877
10,9,3,879163524
10,4,3,877888677
10,10,4,877892210
10,0,5,877891905
10,3,3,877892110
10,18,3,877886722
10,8,3,877889005
10,4,4,877889186
10,5,3,877888944
10,16,3,877892438
10,6,5,877892050
10,6,3,877891747
10,13,3,877892050
10,1,3,877892050
10,11,3,877892050
10,9,5,877891904
10,17,3,877886598
10,12,3,877886597
11,15,5,891903836
11,6,5,891904270
11,13,4,891905856
11,14,3,891903836
11,1,5,891904637
11,4,5,891905324
11,9,5,891901769
11,0,5,891902745
11,14,4,891905783
11,17,1,891904717
11,13,5,891904920
11,16,4,891902157
11,2,4,891904335
11,9,2,891904335
11,7,3,891904214
11,16,3,891905936
11,14,5,891904194
11,12,3,891906327
11,8,5,891901797
11,2,3,891904573
11,4,3,891904764
11,2,5,891901652
11,10,3,891905032
11,8,4,891904949
11,1,4,891904270
11,3,4,891904662
11,1,3,891904596
11,18,4,891903067
11,15,3,891905393
11,6,3,891906426
11,11,5,891903226
11,17,4,891904968
11,10,4,891905032
11,11,4,891904617
11,9,4,891904551
11,4,4,891906389
11,12,4,891903276
11,15,2,891905349
11,8,2,891904174
11,5,5,891904174
11,7,5,891904335
11,13,1,891902426
11,6,2,891903935
11,17,3,891906411
11,18,3,891905896
11,5,3,891904016
11,12,2,891904194
11,13,3,891902718
11,0,2,891904552
11,0,3,891904389
11,7,4,891904637
11,11,2,891904271
11,8,3,891905856
11,14,2,891902815
11,10,5,891903024
11,7,1,891902270
11,3,3,891905568
11,7,2,891905221
11,2,2,891904065
11,4,2,891905222
11,6,4,891905003
11,15,4,891904789
11,9,3,891902745
11,1,1,891902222
11,3,2,891905555
11,13,2,891905896
11,5,4,891905032
11,10,2,891905936
12,16,5,879960679
12,9,5,879959553
12,14,5,879960826
12,7,4,879959306
12,10,5,879959635
12,6,4,879959610
12,12,4,879959025
12,5,4,879959670
12,12,5,879960826
12,1,5,879960801
12,13,4,879959488
12,10,1,879959610
12,18,5,879959465
12,1,4,879959583
12,10,4,879959488
12,13,5,879960826
12,15,5,879959670
12,7,5,879960826
12,15,4,879958639
12,13,3,879959583
12,5,5,879959138
12,3,5,879960826
12,0,5,879959105
12,2,5,879959212
12,4,5,879960826
12,14,4,879959635
12,6,5,879959553
12,16,4,879959513
12,17,3,879959025
12,18,4,879959374
12,5,3,879959394
12,0,4,879959465
13,2,3,881514876
13,7,2,886303585
13,8,3,882399384
13,10,1,882396914
13,13,3,891749765
13,12,5,888073653
13,9,3,882397040
13,12,3,882398385
13,6,3,882398076
13,18,1,882396984
13,7,3,881514726
13,9,5,882141248
13,10,3,882399385
13,16,3,882398326
13,4,3,890704999
13,5,1,882399218
13,0,1,882397084
13,1,3,881514683
13,15,3,882140966
13,4,5,882139746
13,17,3,882140552
13,11,3,882141814
13,16,2,882399156
13,10,5,881515011
13,18,3,882139901
13,5,5,882140166
13,15,5,882139966
13,18,5,882397650
13,3,5,882141485
13,14,5,882140318
13,2,5,882397146
13,11,5,882139347
13,16,5,882140205
13,6,5,882140252
13,17,5,882140552
13,0,5,882397581
13,1,1,883670672
13,13,5,882141617
13,1,5,882140206
13,15,4,882139327
13,2,2,881515521
13,7,5,882140867
13,8,5,881515295
13,14,3,882139686
13,5,3,882140552
13,3,3,882397582
13,18,2,886952422
13,13,1,882396913
13,3,2,881514684
13,6,2,886952246
13,4,1,882397040
13,9,1,882396914
13,10,2,882141997
13,4,2,882141997
13,0,3,881515113
13,15,1,881515736
13,7,1,882397011
13,5,2,886303934
13,6,1,892015288
13,17,4,886303745
13,3,1,882141458
13,17,2,890704721
13,16,4,881515193
13,16,1,882140718
13,9,4,882774047
13,6,4,884538634
13,12,1,882397039
13,2,1,882397067
13,13,4,882140286
13,1,2,882397068
13,15,2,882398724
13,8,1,883670630
13,8,4,882139774
13,14,2,882399615
13,18,4,882140002
13,4,4,892870589
13,1,4,882139717
13,14,1,882397040
13,0,2,882397974
13,12,2,886302261
13,11,2,882141841
13,17,1,882397084
13,11,1,886302334
13,9,2,881514683
13,8,2,886302293
13,2,4,882398934
13,0,4,882140037
13,14,4,882397650
13,7,4,882141458
13,3,4,882140487
13,5,4,882140252
13,10,4,882141306
13,13,2,882140848
13,11,4,882397582
13,12,4,882397271
14,1,5,890881521
14,0,5,880929651
14,13,1,879119692
14,18,4,890881557
14,16,3,876965165
14,12,5,880929697
14,10,4,879119497
14,9,5,890881384
14,13,5,879119651
14,18,5,876964725
14,11,5,879119497
14,14,5,879119651
14,18,3,890881216
14,4,5,890881384
14,10,5,879119579
14,17,5,890880970
14,3,3,890881335
14,6,5,879119693
14,15,4,879119497
14,5,5,890881384
14,1,4,879119579
14,6,2,876965165
14,15,5,890881521
14,14,3,879119311
14,0,3,876964936
14,9,2,890880970
14,2,4,879119693
14,9,4,876964725
14,2,5,879119739
14,2,3,876964936
14,5,1,890881484
14,15,2,890881294
14,8,4,890881294
14,4,4,879119579
14,16,4,879119497
14,9,3,880929564
14,7,3,876965061
14,13,4,876965061
14,17,4,890881485
14,3,4,876964936
14,17,3,879119311
14,13,2,879644647
14,15,1,884482684
14,7,4,876964725
14,3,5,890881294
14,7,5,876965061
14,14,4,890881484
14,12,3,890881521
15,18,1,879455914
15,10,3,879456324
15,5,5,879455889
15,11,3,879455473
15,16,3,879456447
15,0,1,879456507
15,7,5,879455128
15,7,3,879455262
15,18,3,879455262
15,2,1,879455764
15,5,3,879455311
15,7,1,879455506
15,9,4,879455562
15,2,5,879455165
15,14,1,879456424
15,13,2,879455764
15,13,1,879455940
15,10,5,879455710
15,1,3,879455541
15,11,5,879456049
15,18,2,879456381
15,12,2,879456351
15,16,2,879456447
15,3,5,879455165
15,13,5,879455080
15,8,3,879455166
15,16,4,879455914
15,13,3,879455730
15,15,3,879456049
15,8,4,879456168
15,3,1,879455233
15,4,3,879455262
15,0,4,879455635
15,6,3,879456084
15,2,2,879455821
15,10,4,879455821
15,4,5,879455334
15,9,2,879456108
15,1,2,879455049
15,5,2,879456351
15,12,5,879455606
15,4,1,879456381
15,14,4,879455659
15,11,4,879456262
15,16,1,879456404
15,8,1,879455311
15,8,5,879455764
15,4,2,879455541
15,14,2,879455789
15,15,4,879456084
15,6,2,879456351
15,6,4,879455128
15,17,4,879455505
15,4,4,879455939
15,1,1,879455871
15,1,4,879456404
15,14,3,879456167
15,12,4,879456204
15,9,3,879455871
15,12,3,879455606
15,10,1,879455128
15,12,1,879455843
15,3,4,879455789
15,15,1,879455362
15,17,1,879456168
16,16,4,877719454
16,17,3,877717116
16,8,4,877723670
16,2,4,877720437
16,10,5,877718168
16,1,5,877717833
16,15,5,877724727
16,14,5,877722736
16,4,4,877719863
16,4,5,877720733
16,12,4,877724603
16,3,5,877727122
16,17,4,877721071
16,11,5,877723882
16,2,5,877720813
16,13,3,877720916
16,13,5,877719206
16,6,4,877727280
16,13,4,877720118
16,12,5,877717956
16,3,3,877719157
16,5,5,877720297
16,9,4,877719075
16,9,5,877726390
16,18,5,877727054
16,14,4,877719158
16,6,3,877726390
16,13,1,877726790
16,1,2,877727192
16,16,5,877718755
16,17,5,877716993
16,12,3,877719206
16,10,3,877724979
16,11,3,877726944
16,0,4,877728417
16,1,4,877720118
16,15,3,877724845
16,8,5,877720298
16,10,1,877720437
16,1,3,877720437
16,13,2,877717833
16,15,2,877720118
16,9,2,877721236
16,0,5,877722736
16,15,4,877726789
16,8,2,877726390
16,11,4,877720916
16,18,1,877719863
16,6,5,877727055
16,7,5,877722736
16,14,2,877723882
17,14,3,885272779
17,1,4,885272579
17,7,4,885272696
17,12,2,885272654
17,10,4,885272654
17,1,3,885165619
17,3,4,885165619
17,4,4,885272606
17,13,3,885272751
17,9,3,885272558
17,9,4,885166209
17,18,4,885272751
17,17,5,885272654
17,16,3,885272674
17,12,4,885272724
17,0,4,885272520
17,5,4,885272520
17,15,2,885272779
17,0,1,885166256
17,9,2,885272628
17,15,1,885166209
17,11,1,885272538
17,1,1,885272724
17,3,3,885272606
17,17,2,885166209
18,12,3,880130890
18,11,3,880131830
18,8,4,880129877
18,3,4,880130613
18,17,3,880131901
18,16,4,880130680
18,13,5,880131676
18,13,4,880130582
18,1,5,880129990
18,4,5,880130829
18,3,5,880131358
18,8,5,880130802
18,7,5,880132501
18,0,4,880130155
18,5,3,880130890
18,9,4,880131173
18,18,4,880131201
18,1,4,880130713
18,10,4,880129731
18,18,3,880131752
18,7,4,880129527
18,6,4,880129991
18,4,3,880130640
18,13,3,880131525
18,12,4,880129816
18,15,4,880129305
18,0,3,880130515
18,6,3,880131297
18,5,4,880132078
18,1,3,880132399
18,16,3,880131631
18,10,5,880129940
18,7,3,880131236
18,14,4,880131559
18,9,3,880131728
18,3,3,880132225
18,14,3,880131407
18,18,2,880131077
18,10,3,880131325
18,8,3,880130930
18,2,4,880131358
18,4,4,880129940
18,13,2,880132129
18,11,4,880130334
18,17,4,880131173
18,2,3,880130065
18,9,5,880129628
18,15,3,880132252
18,18,5,880131407
18,17,5,880130551
18,12,5,880129816
18,2,5,880131358
18,15,5,880130802
18,6,5,880131028
18,5,5,880129769
18,0,5,880130713
18,16,2,880132399
18,14,5,880130930
18,2,2,880130582
18,16,5,880130515
18,4,2,880129388
18,11,5,880132501
18,6,2,880131986
19,2,3,885412840
19,8,5,885412723
19,12,4,885412723
19,6,4,885412063
19,2,4,885412840
19,11,3,885412839
19,2,2,885412034
19,9,3,885412723
19,17,5,885412840
19,9,2,885411792
19,1,3,885412840
19,11,4,885411840
19,1,4,885412840
19,4,4,885412840
19,8,3,885412840
19,15,4,885411465
19,13,4,885411465
19,3,3,885411840
20,13,4,879667684
20,5,2,879669152
20,11,2,879669401
20,3,2,879668626
20,1,3,879667963
20,11,1,879668583
20,17,3,879669630
20,18,2,879669954
20,4,3,879669152
20,1,4,879668166
20,8,3,879668190
20,18,3,879668555
20,6,3,879668555
20,0,3,879669181
20,6,4,879669697
20,10,3,879669040
20,0,4,879667684
20,12,1,879668979
20,15,4,879667937
20,3,5,879669339
20,5,4,879669697
20,3,1,879667584
20,7,3,879668227
20,12,3,879667937
20,3,3,879669547
20,0,1,879668829
20,11,5,879669746
20,15,5,879668713
20,14,3,879670039
20,15,1,879669244
20,2,5,879669244
20,10,4,879667904
20,4,4,879668442
20,17,4,879669291
20,18,4,879669120
20,8,4,879668248
20,3,4,879669087
20,15,3,879669040
21,5,5,874951292
21,6,3,874951446
21,18,5,874951657
21,18,2,874950932
21,15,2,874951416
21,9,5,874951188
21,3,5,874951657
21,2,2,874951039
21,4,2,874951039
21,12,5,874951695
21,6,5,874951657
21,11,2,874951349
21,16,2,874951349
21,12,2,874951382
21,13,2,874951447
21,7,1,874951293
21,17,3,874951245
21,3,2,874950972
21,1,3,874950889
21,9,4,874951382
21,7,2,874950932
21,16,3,874951616
21,6,4,874951761
21,9,3,874951616
21,16,4,874951054
21,5,3,874951416
21,13,5,874951188
21,18,3,874951616
21,0,3,874951382
21,15,4,874950931
21,4,3,874950932
21,13,4,874951797
21,9,1,874951293
21,16,1,874951040
21,7,5,874951695
21,1,5,874951244
21,7,4,874951349
21,14,2,874951898
21,11,5,874951658
21,11,4,874950889
21,10,5,874951695
21,0,2,874951005
21,18,4,874951858
21,12,4,874951245
21,10,2,874951416
21,6,2,874951104
21,17,5,874951658
21,9,2,874951897
21,8,1,874951761
21,7,3,874951727
21,2,3,874951382
21,1,1,874951858
21,14,1,874951483
21,4,1,874951761
21,15,1,874951482
21,18,1,874951482
21,0,1,874951858
21,2,1,874951727
21,3,1,874951798
21,17,1,874951314
21,5,2,874951761
21,8,2,874951416
21,12,1,874951761
21,13,1,874951482
21,13,3,874951797
21,14,3,874951898
21,15,3,874950889
21,12,3,874951131
21,17,2,874950889
21,14,5,874951658
21,10,1,874951761
21,3,3,874950932
21,6,1,874951293
21,8,4,874951727
21,2,4,874950931
21,17,4,874951695
21,10,3,874951349
21,10,4,874951695
21,8,3,874951727
21,5,4,874951245
21,1,4,874950889
22,8,4,878886647
22,0,1,878887116
22,9,4,878887925
22,5,4,878887810
22,11,4,878886449
22,2,5,878887869
22,15,1,878887277
22,1,4,878887680
22,17,4,878887983
22,4,4,878887227
22,15,3,878887112
22,13,4,878888026
22,14,3,878888107
22,6,1,878888067
22,3,4,878887765
22,18,5,878886479
22,18,4,878888067
22,1,3,878886479
22,13,3,878888025
22,3,5,878887765
22,7,3,878887925
22,13,5,878887680
22,10,4,878886710
22,2,4,878886750
22,1,5,878886423
22,9,5,878886989
22,8,1,878887158
22,5,5,878887765
22,16,1,878887116
22,14,5,878886607
22,12,1,878887277
22,1,1,878887277
22,0,4,878887157
22,5,3,878888066
22,6,3,878887347
22,9,3,878888106
22,16,5,878886517
22,15,5,878886368
22,11,5,878887680
22,7,1,878886845
22,14,1,878887186
22,4,5,878886607
22,11,1,878886845
22,4,1,878886307
22,2,3,878886518
22,7,4,878886682
22,10,1,878886571
22,12,5,878887765
22,17,5,878886682
22,10,5,878887765
22,14,4,878886710
22,13,1,878886647
22,8,3,878886845
22,1,2,878887925
22,4,3,878887413
22,3,2,878887983
22,2,2,878887925
22,16,3,878886750
22,18,3,878888066
22,12,3,878886333
22,3,1,878887476
22,12,4,878886607
22,18,1,878886307
22,17,1,878887553
22,0,3,878887983
22,9,1,878886262
23,17,4,874785624
23,1,3,877817113
23,5,3,874785701
23,6,3,874787449
23,7,3,874786098
23,9,3,874786793
23,14,3,874788443
23,17,3,874787647
23,10,3,890276940
23,12,3,874787410
23,18,3,874785809
23,2,3,874785552
23,4,3,877817091
23,11,3,884550320
23,6,2,874785624
23,0,4,874786220
23,14,2,874787256
23,6,4,874789001
23,3,4,874785957
23,16,2,874784972
23,12,2,874787083
23,7,1,874784712
23,13,3,874787116
23,16,3,874787016
23,3,3,874787059
23,15,3,874785526
23,17,2,874787861
23,15,4,884550049
23,13,4,874786746
23,8,2,874787144
23,4,5,874785728
23,8,3,874785024
23,12,4,874784440
23,11,5,874785165
23,18,4,874785348
23,1,4,874787288
23,5,5,874784557
23,10,1,874788187
23,0,2,874784266
23,14,4,874785448
23,9,1,876785901
23,13,2,874786513
23,9,2,874787017
23,9,4,876785720
23,5,4,874786993
23,10,5,874785526
23,2,4,874785526
23,8,4,884550048
23,18,5,874785985
23,7,4,874785926
23,1,1,874788388
23,1,5,874784615
23,15,5,874785233
23,13,5,874785582
23,2,5,874787587
23,3,5,874786016
23,0,5,874785843
23,9,5,874789279
23,7,5,874784440
23,4,4,874786098
23,10,4,874785624
23,17,5,874786770
24,13,5,875323879
24,1,5,875323773
24,3,5,875323712
24,15,4,875245985
24,10,5,875323440
24,7,4,875323676
24,11,4,875245985
24,6,4,875246258
24,1,4,875323368
24,14,4,875323833
24,7,5,875323475
24,14,5,875322727
24,12,5,875323051
24,2,5,875323474
24,4,3,875245985
24,18,4,875323240
24,0,5,875322758
24,2,4,875246216
24,9,5,875323507
24,18,5,875322848
24,3,4,875246216
24,16,5,875323241
24,11,5,875323100
24,18,3,875323274
24,5,3,875322727
24,9,3,875246037
24,6,2,875323241
24,5,4,875323552
24,15,5,875323100
24,14,3,875322848
24,7,3,875246185
24,16,3,875246012
24,5,5,875323595
24,17,5,875323308
24,12,4,875323368
24,11,3,875322908
24,8,5,875323002
24,15,3,875246185
24,9,4,875323002
24,1,3,875323745
24,3,3,875245985
24,0,4,875246216
25,7,4,885852529
25,9,4,885852059
25,4,4,885852120
25,1,4,885852569
25,14,2,885852443
25,6,4,885852301
25,7,5,885852611
25,12,4,885852920
25,17,4,885852611
25,2,4,885852969
25,9,5,885852920
25,18,5,885852488
25,10,4,885853415
25,14,5,885853415
25,0,3,885852059
25,6,5,885853415
25,17,5,885852301
25,3,4,885851953
25,7,3,885852301
25,14,4,885852248
25,0,5,885852218
25,10,3,885852529
25,12,5,885852150
25,0,4,885852920
25,15,4,885852757
25,3,5,885853415
25,5,3,885852920
25,13,4,885852381
25,5,4,885852862
25,8,4,885852150
25,1,5,885853415
25,13,3,885853030
25,2,3,885852059
25,10,5,885853415
25,6,3,885852488
25,4,5,885852569
25,11,5,885853199
25,11,4,885852720
25,18,4,885852337
26,5,2,891348011
26,17,2,891371597
26,11,3,891347949
26,2,2,891377609
26,11,2,891373086
26,1,3,891350625
26,17,3,891347949
26,18,3,891372429
26,7,2,891372429
26,9,2,891383899
26,10,3,891348192
26,8,3,891352136
26,8,2,891379753
26,6,3,891373727
26,5,3,891348070
26,14,3,891376987
26,4,3,891371597
26,14,2,891385692
26,9,3,891348192
26,3,2,891377609
26,7,3,891384414
26,13,3,891371505
26,3,3,891350826
26,0,3,891350826
26,15,2,891371676
26,0,2,891349184
26,2,3,891352941
26,16,4,891373086
26,16,3,891371437
26,7,1,891348192
26,0,1,891386174
26,15,4,891347537
26,11,4,891371676
26,12,3,891349122
26,9,4,891347478
26,13,5,891386368
26,12,4,891386368
26,3,4,891347477
26,5,5,891386368
26,8,1,891380200
26,0,4,891348011
26,16,2,891379664
26,18,4,891351590
26,15,3,891377540
26,17,5,891386368
26,5,4,891386369
26,18,2,891385985
26,13,2,891349122
26,6,1,891383836
26,2,4,891352940
26,10,4,891347477
26,9,5,891386368
26,6,2,891376986
26,4,2,891386049
27,15,3,891543129
27,2,2,891543191
27,4,3,891543222
27,14,3,891542987
27,1,3,891543393
27,13,3,891543245
27,9,2,891543222
